编号,片段名,文本,语言,中文,label,音频路径,answer
55100,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_20_56,760_00_20_58,440.wav",
55101,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_20_56,760_00_20_58,440.wav",
55102,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_20_58,800_00_21_02,320.wav",
55103,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_20_58,800_00_21_02,320.wav",
55104,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_03,720_00_21_09,080.wav",
55105,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_03,720_00_21_09,080.wav",
55106,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_12,640_00_21_14,200.wav",
55107,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_12,640_00_21_14,200.wav",
55108,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_14,640_00_21_15,440.wav",
55109,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_14,640_00_21_15,440.wav",
55110,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_16,360_00_21_17,920.wav",
55111,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_16,360_00_21_17,920.wav",
55112,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_17,920_00_21_18,760_chinesetts.wav",
55113,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_17,920_00_21_18,760_chinesetts.wav",
55114,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_19,520_00_21_20,400.wav",
55115,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_19,520_00_21_20,400.wav",
55116,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_26,000_00_21_28,760.wav",
55117,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_26,000_00_21_28,760.wav",
55118,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_29,280_00_21_30,640.wav",
55119,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_29,280_00_21_30,640.wav",
55120,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_30,920_00_21_31,920.wav",
55121,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_30,920_00_21_31,920.wav",
55122,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_32,480_00_21_36,400.wav",
55123,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_32,480_00_21_36,400.wav",
55124,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_39,520_00_21_40,360.wav",
55125,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_39,520_00_21_40,360.wav",
55126,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_42,360_00_21_44,200.wav",
55127,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_42,360_00_21_44,200.wav",
55128,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_44,240_00_21_45,440.wav",
55129,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_44,240_00_21_45,440.wav",
55130,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_45,640_00_21_46,800.wav",
55131,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_45,640_00_21_46,800.wav",
55132,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_50,960_00_21_52,280.wav",
55133,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_50,960_00_21_52,280.wav",
55134,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_59,480_00_22_02,960.wav",
55135,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_21_59,480_00_22_02,960.wav",
55136,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_06,440_00_22_11,520.wav",
55137,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_06,440_00_22_11,520.wav",
55138,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_11,680_00_22_14,400.wav",
55139,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_11,680_00_22_14,400.wav",
55140,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_23,560_00_22_24,480.wav",
55141,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_23,560_00_22_24,480.wav",
55142,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_24,680_00_22_26,600.wav",
55143,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_24,680_00_22_26,600.wav",
55144,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_26,720_00_22_27,800.wav",
55145,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_26,720_00_22_27,800.wav",
55146,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_27,880_00_22_30,600.wav",
55147,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_27,880_00_22_30,600.wav",
55148,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_32,440_00_22_34,920.wav",
55149,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_32,440_00_22_34,920.wav",
55150,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_50,080_00_22_52,040_chinesetts.wav",
55151,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_50,080_00_22_52,040_chinesetts.wav",
55152,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_52,040_00_22_53,840.wav",
55153,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_52,040_00_22_53,840.wav",
55154,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_55,080_00_22_56,000.wav",
55155,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_55,080_00_22_56,000.wav",
55156,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_56,280_00_22_57,560.wav",
55157,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_56,280_00_22_57,560.wav",
55158,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_59,480_00_23_01,440.wav",
55159,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_22_59,480_00_23_01,440.wav",
55160,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_08,160_00_23_09,960.wav",
55161,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_08,160_00_23_09,960.wav",
55162,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_13,840_00_23_15,920.wav",
55163,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_13,840_00_23_15,920.wav",
55164,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_19,560_00_23_20,520.wav",
55165,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_19,560_00_23_20,520.wav",
55166,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_33,400_00_23_35,040.wav",
55167,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_33,400_00_23_35,040.wav",
55168,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_37,080_00_23_38,360.wav",
55169,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_37,080_00_23_38,360.wav",
55170,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_38,440_00_23_39,880.wav",
55171,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_38,440_00_23_39,880.wav",
55172,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_43,640_00_23_51,640.wav",
55173,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_43,640_00_23_51,640.wav",
55174,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_53,760_00_23_56,160.wav",
55175,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_53,760_00_23_56,160.wav",
55176,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_56,320_00_23_59,600.wav",
55177,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_23_56,320_00_23_59,600.wav",
55178,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_01,480_00_24_02,840.wav",
55179,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_01,480_00_24_02,840.wav",
55180,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_03,040_00_24_04,400.wav",
55181,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_03,040_00_24_04,400.wav",
55182,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_04,400_00_24_07,160.wav",
55183,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_04,400_00_24_07,160.wav",
55184,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_13,560_00_24_16,200.wav",
55185,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_13,560_00_24_16,200.wav",
55186,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_16,840_00_24_20,200.wav",
55187,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_16,840_00_24_20,200.wav",
55188,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_21,440_00_24_22,840.wav",
55189,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_21,440_00_24_22,840.wav",
55190,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_26,560_00_24_28,000.wav",
55191,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_26,560_00_24_28,000.wav",
55192,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_33,800_00_24_34,840.wav",
55193,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_33,800_00_24_34,840.wav",
55194,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_38,160_00_24_39,240.wav",
55195,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_38,160_00_24_39,240.wav",
55196,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_41,040_00_24_42,280.wav",
55197,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_41,040_00_24_42,280.wav",
55198,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_42,480_00_24_44,640.wav",
55199,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_42,480_00_24_44,640.wav",
55200,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_44,760_00_24_45,880.wav",
55201,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_44,760_00_24_45,880.wav",
55202,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_49,440_00_24_50,360.wav",
55203,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_49,440_00_24_50,360.wav",
55204,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_57,240_00_24_59,280.wav",
55205,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_24_57,240_00_24_59,280.wav",
55206,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_00,520_00_25_01,480.wav",
55207,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_00,520_00_25_01,480.wav",
55208,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_02,160_00_25_13,800_chinesetts.wav",
55209,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_02,160_00_25_13,800_chinesetts.wav",
55210,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_25,640_00_25_29,040.wav",
55211,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_25,640_00_25_29,040.wav",
55212,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_30,440_00_25_33,440.wav",
55213,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_30,440_00_25_33,440.wav",
55214,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_36,280_00_25_37,880.wav",
55215,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_36,280_00_25_37,880.wav",
55216,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_38,120_00_25_39,600.wav",
55217,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_38,120_00_25_39,600.wav",
55218,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_39,920_00_25_40,960_chinesetts.wav",
55219,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_39,920_00_25_40,960_chinesetts.wav",
55220,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_41,080_00_25_42,760.wav",
55221,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_41,080_00_25_42,760.wav",
55222,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_45,080_00_25_49,560.wav",
55223,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_45,080_00_25_49,560.wav",
55224,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_57,120_00_25_58,560.wav",
55225,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_25_57,120_00_25_58,560.wav",
55226,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_12,480_00_26_18,720.wav",
55227,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_12,480_00_26_18,720.wav",
55228,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_19,120_00_26_22,680.wav",
55229,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_19,120_00_26_22,680.wav",
55230,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_24,840_00_26_25,640.wav",
55231,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_24,840_00_26_25,640.wav",
55232,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_25,680_00_26_27,120.wav",
55233,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_25,680_00_26_27,120.wav",
55234,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_29,240_00_26_31,880.wav",
55235,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_29,240_00_26_31,880.wav",
55236,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_36,120_00_26_38,480.wav",
55237,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_36,120_00_26_38,480.wav",
55238,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_38,560_00_26_39,840.wav",
55239,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_38,560_00_26_39,840.wav",
55240,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_40,160_00_26_41,160_chinesetts.wav",
55241,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_40,160_00_26_41,160_chinesetts.wav",
55242,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_41,840_00_26_42,920.wav",
55243,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_26_41,840_00_26_42,920.wav",
55244,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_27_26,960_00_27_30,720.wav",
55245,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_27_26,960_00_27_30,720.wav",
55246,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_27_36,520_00_27_39,760_chinesetts.wav",
55247,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_27_36,520_00_27_39,760_chinesetts.wav",
55248,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_27_43,600_00_27_44,800_chinesetts.wav",
55249,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_27_43,600_00_27_44,800_chinesetts.wav",
55250,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_27_52,920_00_27_53,560.wav",
55251,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_27_52,920_00_27_53,560.wav",
55252,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_27_54,680_00_27_56,720.wav",
55253,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_27_54,680_00_27_56,720.wav",
55254,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_27_56,880_00_27_58,320.wav",
55255,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_27_56,880_00_27_58,320.wav",
55256,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_05,560_00_28_07,280.wav",
55257,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_05,560_00_28_07,280.wav",
55258,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_07,720_00_28_10,840.wav",
55259,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_07,720_00_28_10,840.wav",
55260,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_11,040_00_28_12,160.wav",
55261,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_11,040_00_28_12,160.wav",
55262,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_12,280_00_28_13,520.wav",
55263,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_12,280_00_28_13,520.wav",
55264,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_13,560_00_28_15,200_chinesetts.wav",
55265,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_13,560_00_28_15,200_chinesetts.wav",
55266,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_18,160_00_28_19,840.wav",
55267,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_18,160_00_28_19,840.wav",
55268,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_20,640_00_28_22,360.wav",
55269,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_20,640_00_28_22,360.wav",
55270,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_22,400_00_28_23,960.wav",
55271,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_22,400_00_28_23,960.wav",
55272,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_24,320_00_28_25,520.wav",
55273,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_24,320_00_28_25,520.wav",
55274,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_25,720_00_28_26,720.wav",
55275,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_25,720_00_28_26,720.wav",
55276,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_27,360_00_28_28,480.wav",
55277,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_27,360_00_28_28,480.wav",
55278,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_29,400_00_28_31,560.wav",
55279,电视剧5 EP12,,泰语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_29,400_00_28_31,560.wav",
55280,电视剧5 EP12,,英语,,测试集a,"/alg_2025_audios_final/电视剧5 EP12/电视剧5 EP12_00_28_32,200_00_28_34,320.wav",
